online, offline, total 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
83.0, 90.0, 173.0 
