online, offline, total 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
84.0, 93.0, 177.0 
