online, offline, cpu 
0.496244, 625.504, 290.739  
0.502988, 621.389, 291.059  
0.493665, 627.979, 284.887  
0.495705, 627.884, 286.922  
0.495532, 641.334, 288.121  
0.496638, 641.743, 287.472  
0.496313, 645.758, 293.788  
0.497551, 642.228, 280.296  
0.501527, 635.539, 288.756  
0.49909, 653.061, 300.146  
