online, offline, total 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
83.0, 133.0, 216.0 
