online, offline, cpu 
0.983313, 6.65906, 5.4946  
0.987726, 6.88212, 5.36146  
0.294849, 6.81342, 4.02461  
0.29382, 6.89178, 4.26925  
1.00136, 6.80324, 5.37818  
0.292485, 6.72303, 3.98268  
0.964201, 6.64993, 5.18297  
1.01579, 6.86585, 5.49245  
1.0024, 6.99972, 5.7447  
0.997917, 6.97027, 5.54007  
