online, offline, total 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
271.0, 868.0, 1139.0 
