online, offline, cpu 
0.47355, 877.674, 477.789  
0.468835, 885.689, 487.848  
0.467744, 883.78, 486.414  
0.474141, 882.692, 489.963  
0.466251, 884.23, 494.152  
0.467995, 898.728, 481.037  
0.477114, 870.393, 478.976  
0.461601, 895.988, 492.48  
0.472036, 893.539, 498.94  
0.470148, 897.839, 495.778  
