online, offline, cpu 
0.166208, 25.041, 20.6729  
0.205856, 24.8211, 20.1016  
0.166495, 25.1655, 20.7653  
0.594923, 25.5616, 20.5786  
0.186732, 25.4439, 20.4954  
0.167087, 25.2949, 20.7528  
0.16616, 25.1439, 20.5164  
0.165389, 25.2526, 21.1048  
0.529097, 24.7642, 20.0683  
0.183736, 24.7015, 20.8384  
