online, offline, global 
0.056528, 19.6895, 39.4922 
0.056528, 19.6895, 39.4921 
0.056528, 19.6896, 39.4922 
0.056528, 19.6895, 39.4921 
0.056528, 19.6896, 39.4921 
0.056528, 19.6896, 39.4921 
0.056528, 19.6895, 39.492 
0.056528, 19.6896, 39.4921 
0.056528, 19.6894, 39.492 
0.056528, 19.6894, 39.4919 
