online, offline, cpu 
0.342211, 5.68023, 4.58264  
0.632084, 5.46569, 5.43547  
0.393493, 5.65917, 5.15996  
0.395597, 5.53344, 5.11313  
0.356502, 5.53888, 5.01073  
0.361611, 5.66284, 5.10316  
0.717539, 5.55836, 5.7056  
0.353772, 5.59874, 5.07425  
0.342495, 5.73583, 5.07134  
0.443526, 5.60742, 5.30672  
