online, offline, global 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
0.005461, 4.67451, 9.30806 
