online, offline, total 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
84.0, 24.0, 108.0 
