online, offline, cpu 
0.627346, 6.8096, 5.79486  
0.628109, 7.46543, 6.3767  
0.629234, 6.48411, 5.66094  
1.22982, 6.34946, 6.98105  
0.633374, 6.69822, 5.9174  
0.635933, 6.78418, 5.82671  
0.62913, 6.10242, 5.30601  
0.630568, 6.75247, 5.44312  
0.626511, 6.51532, 5.42829  
1.16119, 6.42053, 6.88389  
