online, offline, global 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
0.186456, 30.7905, 61.8303 
