online, offline, global 
0.186488, 3.80767, 7.86464 
0.186488, 3.80766, 7.86463 
0.186488, 3.80764, 7.86463 
0.186488, 3.80769, 7.86464 
0.186488, 3.80766, 7.86469 
0.186488, 3.80769, 7.86461 
0.186488, 3.80767, 7.86465 
0.186488, 3.80771, 7.86467 
0.186488, 3.80767, 7.86461 
0.186488, 3.8076, 7.86465 
