online, offline, cpu 
1.77994, 52.0457, 22.4886  
1.44973, 52.2477, 22.4693  
2.61205, 53.9091, 22.3259  
2.22079, 52.7834, 23.8226  
3.04473, 57.2483, 22.7768  
1.40374, 52.2493, 22.3594  
0.929164, 52.3807, 22.0063  
1.74445, 52.6559, 23.3056  
0.790745, 54.574, 19.9018  
2.33626, 55.0176, 22.1663  
