online, offline, global 
0.056496, 19.6812, 39.4834 
0.056496, 19.6813, 39.4838 
0.056496, 19.6811, 39.4836 
0.056496, 19.6813, 39.4836 
0.056496, 19.6811, 39.4836 
0.056496, 19.6812, 39.4836 
0.056496, 19.6812, 39.4837 
0.056496, 19.6811, 39.4834 
0.056496, 19.6812, 39.4836 
0.056496, 19.6813, 39.4837 
