online, offline, cpu 
1.26619, 7.00474, 4.74504  
1.23973, 7.10914, 4.71929  
1.0857, 6.84113, 4.52614  
1.23442, 7.29929, 5.10282  
1.24999, 7.21713, 5.08197  
1.22511, 7.16094, 4.80166  
1.2409, 7.00063, 4.97493  
0.518155, 6.96136, 3.95996  
1.25137, 6.96793, 4.63967  
1.2465, 7.21461, 5.15762  
