online, offline, total 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
307.0, 606.0, 913.0 
