online, offline, cpu 
0.815171, 907.516, 509.491  
0.824517, 907.753, 499.997  
0.820155, 873.955, 487.565  
0.849945, 894.796, 484.974  
0.851107, 892.079, 490.286  
0.853944, 881.181, 481.003  
0.824541, 892.511, 506.02  
0.861489, 888.313, 493.04  
0.857516, 886.448, 492.365  
0.874995, 888.051, 486.938  
