online, offline, cpu 
1.36946, 25.8065, 18.3264  
1.38504, 25.8213, 17.783  
1.38352, 26.5598, 18.495  
1.372, 25.8838, 18.5686  
1.3842, 26.1515, 18.9412  
1.37602, 26.4627, 18.5085  
1.39725, 26.2344, 18.226  
1.38486, 26.1492, 18.7877  
1.39373, 25.9476, 18.2201  
1.42205, 25.8166, 18.1926  
