online, offline, cpu 
0.579937, 12.0607, 5.7825  
0.57864, 12.1475, 5.53908  
0.639438, 12.0064, 5.67145  
0.577158, 12.2565, 5.85983  
0.58649, 12.0301, 5.85095  
0.708136, 12.4369, 5.91616  
0.568851, 12.0101, 5.79491  
0.591475, 12.0142, 5.64547  
0.636864, 12.3522, 5.66579  
0.567208, 12.0911, 5.72504  
