online, offline, total 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
166.0, 90.0, 256.0 
