online, offline, cpu 
1.03239, 7.10991, 2.87828  
1.03413, 7.07599, 2.86857  
1.03417, 7.09604, 2.89657  
1.04255, 7.13202, 2.95262  
1.0452, 7.0634, 2.95796  
1.02992, 7.09487, 2.94152  
1.04281, 7.05243, 2.83038  
1.03605, 7.10064, 2.91933  
1.02511, 7.04733, 2.86045  
1.05018, 7.04979, 2.83778  
