online, offline, cpu 
1.25026, 2811.52, 2244.31  
1.24288, 2808.77, 2248.1  
1.25809, 2799.31, 2192.17  
1.24109, 2809.68, 2189.07  
1.22771, 2806.02, 2293.67  
1.2311, 2800.88, 2215.05  
1.26246, 2805.25, 2258.68  
1.2537, 2779.77, 2228.18  
1.24783, 2770.64, 2255.86  
1.24925, 2804.29, 2287.42  
