online, offline, total 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
78.0, 278.0, 356.0 
