online, offline, total 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
76.0, 73.0, 149.0 
