online, offline, total 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
185.0, 464.0, 653.0 
