online, offline, cpu 
1.15326, 3654.9, 4004.47  
1.14486, 3628.22, 3966.0  
1.14647, 3663.02, 3993.36  
1.20087, 3707.87, 3981.73  
1.15209, 3631.45, 3982.03  
1.15263, 3716.37, 3973.61  
1.13895, 3695.94, 3969.43  
1.16083, 3665.76, 4005.54  
1.16096, 3679.9, 4028.96  
1.15484, 3677.19, 4019.9  
