online, offline, cpu 
0.923849, 8.31723, 2.59966  
1.02368, 8.30878, 2.60856  
0.960397, 8.36278, 2.64265  
0.956785, 8.32535, 2.65083  
0.942987, 8.2587, 2.5007  
0.985233, 8.26007, 2.59134  
0.930975, 8.22754, 2.41595  
0.973241, 8.2244, 2.55993  
0.996828, 8.24414, 2.67085  
0.979971, 8.27225, 2.59931  
