online, offline, total 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
77.0, 38.0, 115.0 
