online, offline, cpu 
0.441026, 0.127128, 0.187406  
0.47487, 0.127062, 0.193605  
0.426863, 0.117643, 0.178006  
0.459756, 0.12379, 0.175789  
0.436275, 0.113182, 0.146829  
0.428287, 0.126271, 0.183254  
0.439706, 0.118539, 0.177975  
0.447811, 0.130145, 0.210885  
0.45418, 0.112686, 0.207862  
0.437382, 0.121757, 0.197714  
