online, offline, total 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
76.0, 764.0, 840.0 
