online, offline, cpu 
2.80666, 1.19448, 1.25223  
2.78147, 1.19722, 1.31186  
2.77568, 1.19939, 1.30437  
2.82621, 1.21644, 1.30126  
2.82145, 1.21841, 1.31285  
2.87663, 1.22892, 1.37234  
2.7879, 1.20453, 1.23818  
2.91699, 1.18493, 1.35528  
2.83475, 1.20264, 1.30448  
2.81171, 1.21477, 1.32527  
