online, offline, cpu 
1.58615, 1.14506, 0.813698  
1.57322, 1.09604, 0.788952  
1.57139, 1.14052, 0.806082  
1.56865, 1.18336, 0.8166  
1.54208, 1.21766, 0.759062  
1.56135, 1.05659, 0.791844  
1.5818, 1.12728, 0.803569  
1.61607, 1.10076, 0.826015  
1.59889, 1.22998, 0.816047  
1.57152, 1.12985, 0.821824  
