online, offline, cpu 
0.975159, 6.19528, 2.49352  
0.982187, 6.16231, 2.51468  
0.987452, 6.30302, 2.51932  
0.972267, 6.39277, 2.68835  
0.978863, 6.27118, 2.50645  
1.04959, 6.4459, 2.82965  
0.994972, 6.08451, 2.37696  
0.987747, 6.26537, 2.52475  
0.999914, 6.30115, 2.59783  
0.990342, 6.21084, 2.47562  
