online, offline, global 
0.62424, 36.8453, 83.5699 
0.62424, 36.8457, 83.5703 
0.62424, 36.8457, 83.57 
0.62424, 36.8457, 83.57 
0.62424, 36.8458, 83.5706 
0.62424, 36.8459, 83.5707 
0.62424, 36.8457, 83.5703 
0.62424, 36.8459, 83.5707 
0.62424, 36.8459, 83.5707 
0.62424, 36.8455, 83.5707 
