online, offline, cpu 
0.603289, 1.90447, 0.80642  
0.569281, 1.90609, 0.757706  
0.596708, 1.95675, 0.851934  
0.586959, 1.94455, 0.78619  
0.575838, 1.93215, 0.857756  
0.584678, 1.95611, 0.837094  
0.602728, 1.90921, 0.730592  
0.594539, 1.86344, 0.707176  
0.624489, 1.90763, 0.802149  
0.620603, 1.95085, 0.878459  
