online, offline, global 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
0.154728, 0.050688, 0.619944 
