online, offline, global 
0.62424, 53.7122, 163.009 
0.62424, 53.7124, 163.01 
0.62424, 53.7126, 163.01 
0.62424, 53.7123, 163.01 
0.62424, 53.7123, 163.009 
0.62424, 53.7123, 163.01 
0.62424, 53.7122, 163.01 
0.62424, 53.7125, 163.01 
0.62424, 53.7127, 163.01 
0.62424, 53.7124, 163.01 
