online, offline, cpu 
0.796076, 2.8676, 1.34149  
0.797265, 2.89637, 1.32403  
0.785277, 2.82149, 1.27343  
0.756661, 2.92205, 1.41821  
0.799328, 2.91377, 1.43641  
0.873402, 2.91802, 1.42145  
0.798218, 2.88725, 1.33416  
0.797131, 2.88775, 1.37048  
0.760947, 2.86486, 1.33869  
0.78045, 2.84531, 1.37008  
