online, offline, total 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
243.0, 1333.0, 1576.0 
