online, offline, cpu 
1.00094, 6.77843, 2.61428  
1.01026, 6.78767, 2.70454  
0.982017, 6.64567, 2.54135  
0.984966, 6.73554, 2.63564  
0.948244, 6.81498, 2.67049  
0.97394, 6.77747, 2.60127  
0.971896, 6.65696, 2.58536  
1.00763, 6.83166, 2.58756  
0.993333, 6.70475, 2.58636  
0.97062, 6.73489, 2.61929  
