online, offline, cpu 
2.81965, 1.16815, 1.26044  
2.86048, 1.16911, 1.25717  
2.82023, 1.16863, 1.26497  
2.87583, 1.16388, 1.29532  
2.78144, 1.20031, 1.26358  
2.76065, 1.191, 1.28418  
2.7588, 1.20555, 1.28295  
2.7487, 1.18359, 1.27318  
2.7922, 1.16593, 1.29901  
2.76763, 1.18191, 1.27188  
