online, offline, total 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
301.0, 292.0, 593.0 
