online, offline, cpu 
0.648323, 1.95451, 0.830815  
0.671083, 1.92804, 0.823898  
0.653323, 1.95751, 0.800194  
0.652453, 1.91824, 0.819861  
0.627578, 1.97626, 0.863504  
0.623366, 1.96403, 0.836131  
0.653286, 1.98661, 0.846103  
0.634243, 1.9602, 0.864476  
0.620709, 1.91262, 0.7931  
0.671845, 1.92693, 0.788096  
