online, offline, total 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
169.0, 148.0, 317.0 
