online, offline, cpu 
1.16926, 4.24852, 1.71362  
1.17776, 4.25678, 1.64963  
1.19167, 4.27889, 1.85241  
1.19392, 4.26438, 1.74217  
1.17227, 4.25164, 1.76556  
1.16417, 4.227, 1.69591  
1.16918, 4.24166, 1.69358  
1.17683, 4.32991, 1.79257  
1.18633, 4.34374, 1.83593  
1.17382, 4.34907, 1.82012  
