online, offline, cpu 
1.57435, 2752.07, 2151.49  
1.5441, 2807.71, 2263.25  
1.55003, 2760.79, 2140.21  
1.516, 2740.31, 2240.82  
1.56681, 2825.87, 2268.3  
1.52904, 2797.55, 2179.21  
1.53346, 2809.9, 2271.39  
1.54909, 2838.63, 2217.45  
1.53704, 2782.34, 2201.43  
1.52682, 2766.83, 2190.43  
