online, offline, cpu 
2.16823, 3745.85, 4038.34  
2.14476, 3712.9, 3984.81  
2.16325, 3612.45, 3917.62  
2.14114, 3675.17, 3942.77  
2.14834, 3661.95, 3970.23  
2.15695, 3705.18, 3996.79  
2.13301, 3693.41, 3996.67  
2.13189, 3615.66, 3939.68  
2.11014, 3685.67, 4092.87  
2.09116, 3670.02, 3961.64  
