online, offline, cpu 
0.631022, 4.52575, 1.96006  
0.677501, 4.48473, 1.91061  
0.648904, 4.33101, 1.79833  
0.65941, 4.48496, 1.88538  
0.655502, 4.40563, 1.99331  
0.627572, 4.32391, 1.85341  
0.669861, 4.5167, 1.79275  
0.641885, 4.27406, 1.83258  
0.611129, 4.21521, 1.74916  
0.630547, 4.2948, 1.7522  
