online, offline, global 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
0.315744, 3.01178, 10.0066 
