online, offline, global 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
0.624176, 441.686, 1323.52 
