online, offline, cpu 
1.14737, 11.064, 4.56111  
1.13169, 10.927, 4.4207  
1.14785, 11.0379, 4.61131  
1.17194, 11.0484, 4.60149  
1.13062, 11.0825, 4.5025  
1.17758, 11.1556, 4.6848  
1.11882, 11.0114, 4.43569  
1.12493, 11.0666, 4.56033  
1.14707, 10.9688, 4.56901  
1.11555, 10.9795, 4.47898  
