online, offline, cpu 
0.917007, 8.39434, 2.73339  
0.934839, 8.2942, 2.66258  
0.963335, 8.34544, 2.6532  
0.925855, 8.23232, 2.48182  
0.965522, 8.2065, 2.45972  
0.952911, 8.32293, 2.77528  
0.912544, 8.32255, 2.61853  
0.970924, 8.36469, 2.74794  
0.950863, 8.27214, 2.49867  
0.946671, 8.28029, 2.48667  
