online, offline, cpu 
1.60305, 1.05644, 0.793261  
1.59719, 1.04856, 0.811536  
1.57952, 1.06581, 0.779098  
1.64966, 1.04782, 0.766854  
1.58059, 1.02594, 0.783646  
1.60591, 1.07405, 0.792689  
1.58159, 1.04179, 0.76596  
1.55288, 1.06752, 0.772346  
1.61616, 1.04909, 0.77718  
1.61489, 1.04717, 0.805001  
