online, offline, total 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
199.0, 203.0, 402.0 
