online, offline, global 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
0.008944, 0.00128, 0.041672 
