online, offline, total 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
195.0, 403.0, 610.0 
