online, offline, cpu 
0.434551, 0.121729, 0.174321  
0.433382, 0.117682, 0.181432  
0.421895, 0.126764, 0.18032  
0.43749, 0.127928, 0.184833  
0.458297, 0.123129, 0.184623  
0.444191, 0.123887, 0.175824  
0.466083, 0.1274, 0.202862  
0.412337, 0.122501, 0.175392  
0.444313, 0.126562, 0.189865  
0.452103, 0.115905, 0.20172  
