online, offline, cpu 
1.82164, 52.8041, 12.6521  
1.82046, 52.8065, 13.0824  
1.84196, 52.936, 11.8375  
1.81779, 52.9067, 11.5561  
1.81829, 52.8232, 12.5195  
1.8251, 52.8475, 12.801  
1.84186, 52.8853, 12.1622  
1.84966, 52.8515, 12.6229  
1.79551, 52.8304, 13.0058  
1.81968, 52.8971, 12.8975  
