online, offline, cpu 
1.76852, 43.0324, 25.6072  
1.76679, 42.525, 25.3111  
1.79092, 43.2001, 26.5164  
1.77331, 42.3596, 25.8955  
1.73252, 43.8412, 25.8128  
1.81326, 43.9697, 25.8356  
1.74746, 43.4945, 24.992  
1.79464, 42.8558, 26.333  
1.7998, 42.343, 24.9196  
1.7858, 42.0567, 24.9508  
