online, offline, global 
0.186456, 19.7505, 39.8821 
0.186456, 19.7504, 39.882 
0.186456, 19.7504, 39.8819 
0.186456, 19.7504, 39.882 
0.186456, 19.7503, 39.8818 
0.186456, 19.7504, 39.8819 
0.186456, 19.7503, 39.8819 
0.186456, 19.7504, 39.882 
0.186456, 19.7503, 39.8818 
0.186456, 19.7502, 39.8817 
