online, offline, total 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
336.0, 136.0, 472.0 
